Gene.Name	Enhancer	enh.chr	enh.start	enh.end
Vps54	chr11:21082717..21083118	chr11	20982720	20983121
Vps54	chr11:21220712..21221113	chr11	21120715	21121116
Vps54	chr11:21225053..21225454	chr11	21125056	21125457
Wdr43	chr17:71485698..71486099	chr17	71835038	71835439
Wfdc17	chr11:83534208..83534609	chr11	83347710	83348111
Wsb1	chr11:78876017..78876418	chr11	78689519	78689920
Xkr8	chr4:132513829..132514230	chr4	132069744	132070145
Xkr8	chr4:132621698..132622099	chr4	132177613	132178014
Xkr8	chr4:132747598..132747999	chr4	132303513	132303914
Xkr8	chr4:132748711..132749112	chr4	132304626	132305027
Xkr8	chr4:132804450..132804851	chr4	132360365	132360766
Yme1l1	chr2:24315469..24315870	chr2	24170989	24171390
Ythdc1	chr5:86099025..86099426	chr5	86528050	86528451
Ythdf1	chr2:180701056..180701457	chr2	180435761	180436162
Ywhag	chr5:135906881..135907282	chr5	136382751	136383152
Ywhag	chr5:135957490..135957891	chr5	136433360	136433761
Ywhag	chr5:136007781..136008182	chr5	136483651	136484052
Ywhag	chr5:136034913..136035314	chr5	136510783	136511184
Ywhag	chr5:136245826..136246227	chr5	136721696	136722097
Ywhaz	chr15:37198855..37199256	chr15	37128610	37129011
Ywhaz	chr15:37201949..37202350	chr15	37131704	37132105
Ywhaz	chr15:38469540..38469941	chr15	38399295	38399696
Ywhaz	chr15:38472675..38473076	chr15	38402430	38402831
Zbtb21	chr16:97472505..97472906	chr16	97694112	97694513
Zbtb5	chr4:45452482..45452883	chr4	45465354	45465755
Zbtb5	chr4:45795145..45795546	chr4	45808017	45808418
Zc3h12a	chr4:125131159..125131560	chr4	124808403	124808804
Zc3h12a	chr4:126004003..126004404	chr4	125681247	125681648
Zc3h13	chr14:75066270..75066671	chr14	75466077	75466478
Zc3h13	chr14:75192687..75193088	chr14	75592494	75592895
Zc3h7a	chr16:10676652..10677053	chr16	10676745	10677146
Zc3h7a	chr16:10814725..10815126	chr16	10814818	10815219
Zc3h7a	chr16:11063107..11063508	chr16	11063200	11063601
Zc3h7a	chr16:11285940..11286341	chr16	11286033	11286434
Zc3h7a	chr16:11288180..11288581	chr16	11288273	11288674
Zc3h7a	chr16:11456204..11456605	chr16	11456297	11456698
Zdhhc18	chr4:133622448..133622849	chr4	133178363	133178764
Zdhhc18	chr4:133628574..133628975	chr4	133184489	133184890
Zdhhc18	chr4:133673957..133674358	chr4	133229872	133230273
Zdhhc18	chr4:133751480..133751881	chr4	133307395	133307796
Zdhhc5	chr2:84059224..84059625	chr2	83899381	83899782
Zdhhc5	chr2:84343219..84343620	chr2	84183376	84183777
Zdhhc5	chr2:84504277..84504678	chr2	84344434	84344835
Zfand5	chr19:21078569..21078970	chr19	21153059	21153460
Zfand5	chr19:21106171..21106572	chr19	21180661	21181062
Zfp281	chr1:136578249..136578650	chr1	138474826	138475227
Zfp281	chr1:136608837..136609238	chr1	138505414	138505815
Zfp281	chr1:136685245..136685646	chr1	138581822	138582223
Zfp407	chr18:83813410..83813811	chr18	83982802	83983203
Zfp407	chr18:84089317..84089718	chr18	84258709	84259110
Zfp407	chr18:84092306..84092707	chr18	84261698	84262099
Zfp800	chr6:28292640..28293041	chr6	28242640	28243041
Zfp800	chr6:28293093..28293494	chr6	28243093	28243494
Zfp800	chr6:28306661..28307062	chr6	28256661	28257062
Zfp800	chr6:28319128..28319529	chr6	28269128	28269529
Znfx1	chr2:166650388..166650789	chr2	166475888	166476289
Znfx1	chr2:166701425..166701826	chr2	166526925	166527326
Znfx1	chr2:167058259..167058660	chr2	166883759	166884160
Znfx1	chr2:167347905..167348306	chr2	167173405	167173806
Znfx1	chr2:167351419..167351820	chr2	167176919	167177320
Zswim4	chr8:84198286..84198687	chr8	86722185	86722586
Zswim4	chr8:84235992..84236393	chr8	86759891	86760292
Zswim4	chr8:84502039..84502440	chr8	87025938	87026339
Zyx	chr6:42344199..42344600	chr6	42294198	42294599
Zyx	chr6:42354016..42354417	chr6	42304015	42304416
